"","decimallongitude","decimallatitude","date_year","scientificname","coordinateuncertaintyinmeters","bathymetry","sst","sss"
"1885",54.397,24.573,2016,"Chelonia mydas",111.32,6,28.09,38.93
"1886",54.413,24.585,2016,"Chelonia mydas",111.32,5,28.14,38.93
"1887",54.491,24.594,2016,"Chelonia mydas",111.32,2,28.11,38.94
"1888",54.448,24.578,2016,"Chelonia mydas",111.32,4,28.09,38.96
"1889",54.42,24.586,2016,"Chelonia mydas",111.32,5,28.11,38.94
"1890",54.414,24.59,2016,"Chelonia mydas",111.32,5,28.14,38.93
"1891",54.396,24.593,2016,"Chelonia mydas",111.32,7,28.14,38.93
"1892",54.403,24.573,2016,"Chelonia mydas",111.32,6,28.09,38.93
"1893",55.843,25.757,2017,"Chelonia mydas",111.32,4,28.13,38.64
"1894",55.83,25.76,2017,"Chelonia mydas",111.32,4,28.14,38.7
"1895",55.825,25.749,2017,"Chelonia mydas",111.32,5,28.19,38.72
"1896",55.841,25.764,2017,"Chelonia mydas",111.32,6,28.13,38.64
"1897",55.852,25.751,2017,"Chelonia mydas",111.32,3,28.13,38.64
"1898",55.837,25.743,2017,"Chelonia mydas",111.32,4,NA,NA
"1899",55.832,25.755,2017,"Chelonia mydas",111.32,5,28.14,38.7
"1900",55.825,25.772,2017,"Chelonia mydas",111.32,5,28.14,38.7
"1901",55.836,25.773,2017,"Chelonia mydas",111.32,6,28.13,38.64
"1902",55.826,25.793,2017,"Chelonia mydas",111.32,8,28.14,38.7
"1903",55.826,25.78,2017,"Chelonia mydas",111.32,6,28.14,38.7
"1904",55.853,25.766,2017,"Chelonia mydas",111.32,4,28.13,38.64
"1905",55.843,25.787,2017,"Chelonia mydas",111.32,4,28.13,38.64
"1906",55.832,25.75,2017,"Chelonia mydas",111.32,5,28.19,38.72
"1907",55.811,25.735,2017,"Chelonia mydas",111.32,5,28.19,38.72
"1908",55.847,25.749,2017,"Chelonia mydas",111.32,4,NA,NA
"1909",55.85,25.749,2017,"Chelonia mydas",111.32,3,NA,NA
"1910",55.864,25.762,2017,"Chelonia mydas",111.32,3,28.13,38.64
"1911",55.711,25.748,2017,"Chelonia mydas",111.32,18,28.19,38.73
"1912",55.649,25.801,2017,"Chelonia mydas",111.32,32,28.15,38.7
"1913",55.826,25.778,2017,"Chelonia mydas",111.32,6,28.14,38.7
"1914",55.84,25.798,2017,"Chelonia mydas",111.32,6,28.13,38.64
"1915",55.852,25.799,2017,"Chelonia mydas",111.32,5,28.13,38.64
"1916",55.863,25.804,2017,"Chelonia mydas",111.32,6,28.13,38.64
"1917",52.943,24.68,2016,"Chelonia mydas",111.32,11,27.86,38.67
"1918",53.535,24.617,2016,"Chelonia mydas",111.32,13,28.04,38.79
"1919",53.712,24.49,2016,"Chelonia mydas",111.32,10,28.04,38.81
"1920",53.651,24.344,2016,"Chelonia mydas",111.32,7,28.07,38.78
"1921",54.076,24.388,2016,"Chelonia mydas",111.32,3,28.02,38.85
"1922",54.257,24.457,2016,"Chelonia mydas",111.32,2,28.01,38.92
"1923",54.445,24.596,2016,"Chelonia mydas",111.32,5,28.11,38.94
"1924",53.033,24.626,2016,"Chelonia mydas",111.32,3,27.91,38.67
"1925",53.018,24.628,2016,"Chelonia mydas",111.32,5,27.91,38.67
"1926",52.995,24.64,2016,"Chelonia mydas",111.32,9,27.89,38.66
"1927",52.927,24.646,2016,"Chelonia mydas",111.32,10,27.89,38.66
"1928",52.982,24.653,2016,"Chelonia mydas",111.32,11,27.89,38.66
"1929",53.02,24.648,2016,"Chelonia mydas",111.32,9,27.91,38.67
"1930",53.003,24.711,2016,"Chelonia mydas",111.32,13,27.91,38.69
"1931",53.115,24.714,2016,"Chelonia mydas",111.32,10,27.92,38.71
"1932",53.033,24.648,2016,"Chelonia mydas",111.32,4,27.91,38.67
"1933",53.029,24.59,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1934",52.99,24.638,2016,"Chelonia mydas",111.32,9,27.89,38.66
"1935",53.004,24.645,2016,"Chelonia mydas",111.32,9,27.91,38.67
"1936",53.067,24.663,2016,"Chelonia mydas",111.32,4,27.91,38.67
"1937",53.082,24.617,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1938",53.05,24.653,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1939",53.067,24.604,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1940",53.073,24.627,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1941",53.081,24.634,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1942",53.058,24.636,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1943",53.047,24.628,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1944",52.983,24.638,2016,"Chelonia mydas",111.32,9,27.89,38.66
"1945",53.06,24.584,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1946",53.004,24.644,2016,"Chelonia mydas",111.32,9,27.91,38.67
"1947",53.02,24.67,2016,"Chelonia mydas",111.32,11,27.91,38.69
"1948",53.068,24.62,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1949",53.04,24.644,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1950",53.043,24.634,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1951",52.979,24.635,2016,"Chelonia mydas",111.32,9,27.89,38.66
"1952",52.989,24.637,2016,"Chelonia mydas",111.32,9,27.89,38.66
"1953",53.037,24.639,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1954",53.111,24.589,2016,"Chelonia mydas",111.32,2,27.93,38.71
"1955",53.004,24.605,2016,"Chelonia mydas",111.32,5,27.91,38.67
"1956",53.01,24.613,2016,"Chelonia mydas",111.32,5,27.91,38.67
"1957",53.007,24.646,2016,"Chelonia mydas",111.32,9,27.91,38.67
"1958",53.031,24.649,2016,"Chelonia mydas",111.32,4,27.91,38.67
"1959",53.079,24.657,2016,"Chelonia mydas",111.32,3,27.91,38.67
"1960",53.04,24.633,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1961",53.012,24.592,2016,"Chelonia mydas",111.32,4,27.91,38.67
"1962",53.04,24.634,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1963",53.021,24.632,2016,"Chelonia mydas",111.32,5,27.91,38.67
"1964",53.052,24.631,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1965",53.084,24.66,2016,"Chelonia mydas",111.32,5,27.93,38.71
"1966",53.044,24.633,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1967",53.046,24.645,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1968",53.051,24.643,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1969",53.041,24.634,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1970",53.046,24.633,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1971",53.03,24.631,2016,"Chelonia mydas",111.32,3,27.91,38.67
"1972",53.056,24.628,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1973",53.047,24.641,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1974",53.063,24.642,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1975",53.018,24.623,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1976",53.018,24.644,2016,"Chelonia mydas",111.32,9,27.91,38.67
"1977",53.023,24.652,2016,"Chelonia mydas",111.32,9,27.91,38.67
"1978",53.057,24.639,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1979",52.997,24.634,2016,"Chelonia mydas",111.32,9,27.89,38.66
"1980",53.038,24.636,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1981",53.037,24.634,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1982",53.039,24.649,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1983",53.04,24.633,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1984",53.022,24.64,2016,"Chelonia mydas",111.32,6,27.91,38.67
"1985",53.028,24.629,2016,"Chelonia mydas",111.32,3,27.91,38.67
"1986",53.048,24.644,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1987",53.051,24.6,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1988",52.845,24.689,2016,"Chelonia mydas",111.32,15,27.85,38.65
"1989",52.903,24.68,2016,"Chelonia mydas",111.32,13,27.85,38.65
"1990",53.311,24.551,2016,"Chelonia mydas",111.32,2,28,38.72
"1991",52.837,24.552,2016,"Chelonia mydas",111.32,12,27.88,38.59
"1992",53.033,24.651,2016,"Chelonia mydas",111.32,9,27.91,38.67
"1993",53.065,24.624,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1994",53.06,24.631,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1995",53.027,24.651,2016,"Chelonia mydas",111.32,9,27.91,38.67
"1996",53.053,24.665,2016,"Chelonia mydas",111.32,3,27.91,38.67
"1997",53.04,24.641,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1998",53.046,24.644,2016,"Chelonia mydas",111.32,2,27.91,38.67
"1999",53.047,24.629,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2000",53.154,24.564,2016,"Chelonia mydas",111.32,9,27.94,38.67
"2001",53.041,24.646,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2002",53.018,24.624,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2003",52.993,24.616,2016,"Chelonia mydas",111.32,8,27.89,38.66
"2004",52.9,24.768,2016,"Chelonia mydas",111.32,18,27.79,38.65
"2005",53.008,24.643,2016,"Chelonia mydas",111.32,9,27.91,38.67
"2006",53.034,24.648,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2007",53.037,24.642,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2008",53.057,24.648,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2009",53.043,24.642,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2010",53.079,24.68,2016,"Chelonia mydas",111.32,5,27.91,38.69
"2011",53.05,24.656,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2012",53.044,24.649,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2013",53.049,24.634,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2014",53.051,24.615,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2015",53.031,24.636,2016,"Chelonia mydas",111.32,3,27.91,38.67
"2016",53.064,24.631,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2017",53.043,24.625,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2018",53.048,24.644,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2019",53.043,24.627,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2020",53.043,24.632,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2021",53.06,24.643,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2022",53.141,24.674,2016,"Chelonia mydas",111.32,9,27.92,38.71
"2023",53.068,24.64,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2024",53.257,24.742,2016,"Chelonia mydas",111.32,14,27.98,38.74
"2025",53.017,24.617,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2026",53.041,24.649,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2027",53.048,24.636,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2028",53.007,24.636,2016,"Chelonia mydas",111.32,8,27.91,38.67
"2029",53.037,24.626,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2030",53.044,24.621,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2031",53.075,24.646,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2032",53.047,24.649,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2033",53.045,24.636,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2034",53.051,24.64,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2035",53.042,24.628,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2036",53.156,24.631,2016,"Chelonia mydas",111.32,9,27.93,38.71
"2037",53.046,24.634,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2038",53.05,24.636,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2039",53.035,24.629,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2040",53.026,24.636,2016,"Chelonia mydas",111.32,3,27.91,38.67
"2041",53.004,24.635,2016,"Chelonia mydas",111.32,8,27.91,38.67
"2042",53.037,24.63,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2043",53.056,24.634,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2044",53.053,24.632,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2045",53.053,24.631,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2046",53.031,24.649,2016,"Chelonia mydas",111.32,4,27.91,38.67
"2047",53.048,24.644,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2048",54.465,24.585,2016,"Chelonia mydas",111.32,2,28.11,38.94
"2049",54.393,24.525,2016,"Chelonia mydas",111.32,9,28.09,38.93
"2050",54.446,24.601,2016,"Chelonia mydas",111.32,4,28.11,38.94
"2051",54.434,24.584,2016,"Chelonia mydas",111.32,6,28.11,38.94
"2052",54.42,24.533,2016,"Chelonia mydas",111.32,-4,28.09,38.96
"2053",54.423,24.548,2016,"Chelonia mydas",111.32,2,28.09,38.96
"2054",54.4,24.592,2016,"Chelonia mydas",111.32,7,28.14,38.93
"2055",54.426,24.561,2016,"Chelonia mydas",111.32,5,28.09,38.96
"2056",54.444,24.537,2016,"Chelonia mydas",111.32,-1,28.09,38.96
"2057",54.458,24.613,2016,"Chelonia mydas",111.32,2,28.11,38.94
"2058",54.459,24.578,2016,"Chelonia mydas",111.32,2,28.09,38.96
"2059",54.404,24.569,2016,"Chelonia mydas",111.32,6,28.09,38.93
"2060",54.461,24.564,2016,"Chelonia mydas",111.32,-1,28.09,38.96
"2061",54.446,24.556,2016,"Chelonia mydas",111.32,-2,28.09,38.96
"2062",54.416,24.558,2016,"Chelonia mydas",111.32,3,28.09,38.93
"2063",54.408,24.564,2016,"Chelonia mydas",111.32,5,28.09,38.93
"2064",54.424,24.545,2016,"Chelonia mydas",111.32,2,28.09,38.96
"2065",54.415,24.551,2016,"Chelonia mydas",111.32,3,28.09,38.93
"2066",54.438,24.568,2016,"Chelonia mydas",111.32,5,28.09,38.96
"2067",54.49,24.554,2016,"Chelonia mydas",111.32,3,28.09,38.96
"2068",54.38,24.56,2016,"Chelonia mydas",111.32,6,28.09,38.93
"2069",54.476,24.538,2016,"Chelonia mydas",111.32,-3,28.09,38.96
"2070",54.419,24.567,2016,"Chelonia mydas",111.32,5,28.09,38.96
"2071",54.429,24.569,2016,"Chelonia mydas",111.32,5,28.09,38.96
"2072",54.417,24.564,2016,"Chelonia mydas",111.32,5,28.09,38.96
"2073",54.42,24.564,2016,"Chelonia mydas",111.32,5,28.09,38.96
"2074",54.412,24.571,2016,"Chelonia mydas",111.32,5,28.09,38.93
"2075",54.428,24.559,2016,"Chelonia mydas",111.32,5,28.09,38.96
"2076",54.428,24.597,2016,"Chelonia mydas",111.32,4,28.11,38.94
"2077",54.423,24.596,2016,"Chelonia mydas",111.32,5,28.11,38.94
"2078",54.446,24.566,2016,"Chelonia mydas",111.32,2,28.09,38.96
"2079",54.452,24.558,2016,"Chelonia mydas",111.32,-2,28.09,38.96
"2080",54.438,24.565,2016,"Chelonia mydas",111.32,5,28.09,38.96
"2081",54.428,24.561,2016,"Chelonia mydas",111.32,5,28.09,38.96
"2082",55.849,25.731,2016,"Chelonia mydas",111.32,2,NA,NA
"2083",55.842,25.742,2016,"Chelonia mydas",111.32,4,NA,NA
"2084",55.837,25.744,2016,"Chelonia mydas",111.32,4,NA,NA
"2085",55.866,25.738,2016,"Chelonia mydas",111.32,2,NA,NA
"2086",55.87,25.737,2016,"Chelonia mydas",111.32,2,NA,NA
"2087",55.85,25.732,2016,"Chelonia mydas",111.32,2,NA,NA
"2088",55.834,25.734,2016,"Chelonia mydas",111.32,3,NA,NA
"2089",55.842,25.731,2016,"Chelonia mydas",111.32,2,NA,NA
"2090",55.848,25.726,2016,"Chelonia mydas",111.32,2,NA,NA
"2091",55.849,25.732,2016,"Chelonia mydas",111.32,2,NA,NA
"2092",55.851,25.739,2016,"Chelonia mydas",111.32,2,NA,NA
"2093",55.854,25.738,2016,"Chelonia mydas",111.32,2,NA,NA
"2094",55.853,25.737,2016,"Chelonia mydas",111.32,2,NA,NA
"2095",55.852,25.739,2016,"Chelonia mydas",111.32,2,NA,NA
"2096",55.87,25.747,2016,"Chelonia mydas",111.32,2,NA,NA
"2097",55.864,25.756,2016,"Chelonia mydas",111.32,3,28.13,38.64
"2098",55.835,25.739,2016,"Chelonia mydas",111.32,3,NA,NA
"2099",55.835,25.74,2016,"Chelonia mydas",111.32,3,NA,NA
"2100",55.853,25.736,2016,"Chelonia mydas",111.32,2,NA,NA
"2101",55.853,25.725,2016,"Chelonia mydas",111.32,-3,NA,NA
"2102",55.871,25.742,2016,"Chelonia mydas",111.32,2,NA,NA
"2103",55.87,25.745,2016,"Chelonia mydas",111.32,2,NA,NA
"2104",55.841,25.733,2016,"Chelonia mydas",111.32,2,NA,NA
"2105",55.823,25.752,2016,"Chelonia mydas",111.32,6,28.14,38.7
"2106",55.838,25.716,2016,"Chelonia mydas",111.32,-5,NA,NA
"2107",55.814,25.75,2016,"Chelonia mydas",111.32,5,28.19,38.72
"2108",55.846,25.738,2016,"Chelonia mydas",111.32,3,NA,NA
"2109",55.852,25.737,2016,"Chelonia mydas",111.32,2,NA,NA
"2110",55.947,25.796,2016,"Chelonia mydas",111.32,-2,NA,NA
"2111",55.814,25.746,2016,"Chelonia mydas",111.32,5,28.19,38.72
"2112",55.845,25.738,2016,"Chelonia mydas",111.32,3,NA,NA
"2113",55.86,25.725,2016,"Chelonia mydas",111.32,-13,NA,NA
"2114",55.857,25.735,2016,"Chelonia mydas",111.32,2,NA,NA
"2115",55.862,25.736,2016,"Chelonia mydas",111.32,2,NA,NA
"2116",55.856,25.743,2016,"Chelonia mydas",111.32,3,NA,NA
"2117",55.861,25.725,2016,"Chelonia mydas",111.32,-13,NA,NA
"2118",55.839,25.735,2016,"Chelonia mydas",111.32,3,NA,NA
"2119",55.822,25.745,2016,"Chelonia mydas",111.32,5,28.19,38.72
"2120",55.836,25.74,2016,"Chelonia mydas",111.32,3,NA,NA
"2121",55.878,25.749,2016,"Chelonia mydas",111.32,2,NA,NA
"2122",55.874,25.741,2016,"Chelonia mydas",111.32,2,NA,NA
"2123",55.857,25.735,2016,"Chelonia mydas",111.32,2,NA,NA
"2124",55.824,25.738,2016,"Chelonia mydas",111.32,4,28.19,38.72
"2125",55.866,25.739,2016,"Chelonia mydas",111.32,2,NA,NA
"2126",55.794,25.721,2016,"Chelonia mydas",111.32,-1,28.19,38.72
"2127",55.786,25.73,2016,"Chelonia mydas",111.32,6,28.19,38.72
"2128",55.863,25.759,2016,"Chelonia mydas",111.32,3,28.13,38.64
"2129",55.852,25.733,2016,"Chelonia mydas",111.32,2,NA,NA
"2130",55.843,25.73,2016,"Chelonia mydas",111.32,2,NA,NA
"2131",55.852,25.736,2016,"Chelonia mydas",111.32,2,NA,NA
"2132",55.799,25.737,2016,"Chelonia mydas",111.32,4,28.19,38.72
"2133",55.823,25.748,2016,"Chelonia mydas",111.32,5,28.19,38.72
"2134",55.831,25.74,2016,"Chelonia mydas",111.32,3,28.19,38.72
"2135",55.843,25.744,2016,"Chelonia mydas",111.32,4,NA,NA
"2136",55.844,25.744,2016,"Chelonia mydas",111.32,4,NA,NA
"2137",55.848,25.742,2016,"Chelonia mydas",111.32,4,NA,NA
"2138",55.849,25.742,2016,"Chelonia mydas",111.32,4,NA,NA
"2139",55.854,25.741,2016,"Chelonia mydas",111.32,2,NA,NA
"2140",55.855,25.74,2016,"Chelonia mydas",111.32,2,NA,NA
"2141",55.857,25.741,2016,"Chelonia mydas",111.32,2,NA,NA
"2142",55.848,25.735,2016,"Chelonia mydas",111.32,3,NA,NA
"2143",55.86,25.736,2016,"Chelonia mydas",111.32,2,NA,NA
"2144",55.86,25.737,2016,"Chelonia mydas",111.32,2,NA,NA
"2145",55.855,25.741,2016,"Chelonia mydas",111.32,2,NA,NA
"2146",55.85,25.735,2016,"Chelonia mydas",111.32,2,NA,NA
"2147",55.847,25.738,2016,"Chelonia mydas",111.32,3,NA,NA
"2148",55.85,25.739,2016,"Chelonia mydas",111.32,2,NA,NA
"2149",55.853,25.738,2016,"Chelonia mydas",111.32,2,NA,NA
"2150",55.83,25.734,2016,"Chelonia mydas",111.32,3,28.19,38.72
"2151",55.894,25.76,2016,"Chelonia mydas",111.32,3,28.13,38.64
"2152",55.858,25.736,2016,"Chelonia mydas",111.32,2,NA,NA
"2153",55.857,25.745,2016,"Chelonia mydas",111.32,3,NA,NA
"2154",55.847,25.739,2016,"Chelonia mydas",111.32,3,NA,NA
"2155",55.851,25.726,2016,"Chelonia mydas",111.32,2,NA,NA
"2156",55.841,25.732,2016,"Chelonia mydas",111.32,2,NA,NA
"2157",55.852,25.735,2016,"Chelonia mydas",111.32,2,NA,NA
"2158",55.875,25.739,2016,"Chelonia mydas",111.32,-1,NA,NA
"2159",55.831,25.738,2016,"Chelonia mydas",111.32,3,28.19,38.72
"2160",55.834,25.739,2016,"Chelonia mydas",111.32,3,NA,NA
"2161",55.832,25.736,2016,"Chelonia mydas",111.32,3,28.19,38.72
"2162",55.852,25.736,2016,"Chelonia mydas",111.32,2,NA,NA
"2163",55.866,25.739,2016,"Chelonia mydas",111.32,2,NA,NA
"2164",55.859,25.74,2016,"Chelonia mydas",111.32,2,NA,NA
"2165",55.85,25.74,2016,"Chelonia mydas",111.32,2,NA,NA
"2166",55.828,25.728,2016,"Chelonia mydas",111.32,2,28.19,38.72
"2167",55.833,25.727,2016,"Chelonia mydas",111.32,2,28.19,38.72
"2168",55.839,25.74,2016,"Chelonia mydas",111.32,3,NA,NA
"2169",55.835,25.742,2016,"Chelonia mydas",111.32,4,NA,NA
"2170",55.837,25.74,2016,"Chelonia mydas",111.32,3,NA,NA
"2171",55.838,25.737,2016,"Chelonia mydas",111.32,3,NA,NA
"2172",55.852,25.744,2016,"Chelonia mydas",111.32,3,NA,NA
"2173",55.847,25.757,2016,"Chelonia mydas",111.32,4,28.13,38.64
"2174",55.847,25.741,2016,"Chelonia mydas",111.32,3,NA,NA
"2175",55.854,25.739,2016,"Chelonia mydas",111.32,2,NA,NA
"2176",55.852,25.733,2016,"Chelonia mydas",111.32,2,NA,NA
"2177",55.85,25.737,2016,"Chelonia mydas",111.32,2,NA,NA
"2178",55.856,25.739,2016,"Chelonia mydas",111.32,2,NA,NA
"2179",55.86,25.734,2016,"Chelonia mydas",111.32,2,NA,NA
"2180",55.859,25.738,2016,"Chelonia mydas",111.32,2,NA,NA
"2181",55.843,25.734,2016,"Chelonia mydas",111.32,3,NA,NA
"2182",55.816,25.759,2016,"Chelonia mydas",111.32,4,28.14,38.7
"2183",55.864,25.743,2016,"Chelonia mydas",111.32,4,NA,NA
"2184",55.852,25.743,2016,"Chelonia mydas",111.32,3,NA,NA
"2185",55.827,25.745,2016,"Chelonia mydas",111.32,5,28.19,38.72
"2186",55.838,25.743,2016,"Chelonia mydas",111.32,4,NA,NA
"2187",55.824,25.753,2016,"Chelonia mydas",111.32,6,28.14,38.7
"2188",55.842,25.734,2016,"Chelonia mydas",111.32,3,NA,NA
"2189",55.838,25.746,2016,"Chelonia mydas",111.32,4,NA,NA
"2190",55.844,25.747,2016,"Chelonia mydas",111.32,4,NA,NA
"2191",55.849,25.74,2016,"Chelonia mydas",111.32,3,NA,NA
"2192",55.818,25.747,2016,"Chelonia mydas",111.32,5,28.19,38.72
"2193",55.787,25.702,2016,"Chelonia mydas",111.32,12,28.19,38.72
"2194",55.756,25.735,2016,"Chelonia mydas",111.32,8,28.19,38.72
"2195",55.762,25.766,2016,"Chelonia mydas",111.32,10,28.14,38.7
"2196",55.753,25.764,2016,"Chelonia mydas",111.32,12,28.14,38.7
"2197",55.727,25.757,2016,"Chelonia mydas",111.32,15,28.15,38.7
"2198",55.711,25.753,2016,"Chelonia mydas",111.32,19,28.15,38.7
"2199",55.69,25.701,2016,"Chelonia mydas",111.32,9,28.19,38.73
"2200",55.571,25.586,2016,"Chelonia mydas",111.32,-4,28.22,38.82
"2201",55.386,25.517,2016,"Chelonia mydas",111.32,19,28.22,38.91
"2202",55.27,25.416,2016,"Chelonia mydas",111.32,21,28.24,38.96
"2203",55.278,25.415,2016,"Chelonia mydas",111.32,21,28.24,38.96
"2204",55.172,25.352,2016,"Chelonia mydas",111.32,22,28.25,38.95
"2205",55.004,25.141,2016,"Chelonia mydas",111.32,13,28.24,38.99
"2206",54.788,25.001,2016,"Chelonia mydas",111.32,14,28.25,38.98
"2207",54.72,24.983,2016,"Chelonia mydas",111.32,14,28.22,38.98
"2208",53.024,24.648,2016,"Chelonia mydas",111.32,9,27.91,38.67
"2209",53.024,24.648,2016,"Chelonia mydas",111.32,9,27.91,38.67
"2210",53.207,24.675,2016,"Chelonia mydas",111.32,10,27.93,38.73
"2211",53.207,24.675,2016,"Chelonia mydas",111.32,10,27.93,38.73
"2212",53.089,24.7,2016,"Chelonia mydas",111.32,9,27.92,38.71
"2213",53.089,24.7,2016,"Chelonia mydas",111.32,9,27.92,38.71
"2214",53.116,24.701,2016,"Chelonia mydas",111.32,11,27.92,38.71
"2215",53.116,24.701,2016,"Chelonia mydas",111.32,11,27.92,38.71
"2216",53.046,24.659,2016,"Chelonia mydas",111.32,7,27.91,38.67
"2217",53.046,24.659,2016,"Chelonia mydas",111.32,7,27.91,38.67
"2218",53.152,24.72,2016,"Chelonia mydas",111.32,12,27.92,38.71
"2219",53.152,24.72,2016,"Chelonia mydas",111.32,12,27.92,38.71
"2220",53.386,24.726,2016,"Chelonia mydas",111.32,16,28,38.75
"2221",53.386,24.726,2016,"Chelonia mydas",111.32,16,28,38.75
"2222",53.346,24.63,2016,"Chelonia mydas",111.32,11,28.01,38.76
"2223",53.346,24.63,2016,"Chelonia mydas",111.32,11,28.01,38.76
"2224",53.384,24.602,2016,"Chelonia mydas",111.32,12,28.01,38.76
"2225",53.384,24.602,2016,"Chelonia mydas",111.32,12,28.01,38.76
"2226",53.364,24.599,2016,"Chelonia mydas",111.32,7,28.01,38.76
"2227",52.919,24.487,2016,"Chelonia mydas",111.32,15,27.92,38.61
"2228",52.897,24.477,2016,"Chelonia mydas",111.32,10,27.91,38.57
"2229",52.918,24.479,2016,"Chelonia mydas",111.32,12,27.92,38.61
"2230",52.923,24.492,2016,"Chelonia mydas",111.32,15,27.92,38.61
"2231",52.927,24.494,2016,"Chelonia mydas",111.32,13,27.92,38.61
"2232",52.932,24.506,2016,"Chelonia mydas",111.32,12,27.89,38.64
"2233",52.978,24.489,2016,"Chelonia mydas",111.32,7,27.92,38.61
"2234",53.05,24.52,2016,"Chelonia mydas",111.32,8,27.93,38.65
"2235",52.926,24.48,2016,"Chelonia mydas",111.32,11,27.92,38.61
"2236",52.931,24.492,2016,"Chelonia mydas",111.32,13,27.92,38.61
"2237",52.949,24.484,2016,"Chelonia mydas",111.32,8,27.92,38.61
"2238",52.923,24.498,2016,"Chelonia mydas",111.32,15,27.92,38.61
"2239",53.014,24.627,2016,"Chelonia mydas",111.32,6,27.91,38.67
"2240",53.03,24.616,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2241",53.048,24.645,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2242",53.047,24.626,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2243",53.013,24.644,2016,"Chelonia mydas",111.32,9,27.91,38.67
"2244",53.014,24.634,2016,"Chelonia mydas",111.32,8,27.91,38.67
"2245",53.046,24.62,2016,"Chelonia mydas",111.32,2,27.91,38.67
"2246",53.036,24.625,2016,"Chelonia mydas",111.32,2,27.91,38.67
