sci.name,obsv.datetime,lat,lon,life.stage,bathy,SST,SSS,common.name
Chelonia mydas,2018-05-31T13:37:00Z,23.963,57.841,NA,378,28.29,36.83,Green
Caretta caretta,2012-04-26T01:20:58Z,9.24455,50.72465,Juvenile,34,26.21,35.65,Loggerhead
Chelonia mydas,2016-08-07T11:06:00Z,25.462,54.107,NA,35,28.21,38.55,Green
Caretta caretta,2012-04-02T07:28:41Z,16.50812,53.85983,Juvenile,2123,26.68,36.05,Loggerhead
Chelonia mydas,2016-08-24T13:46:00Z,25.746,55.806,NA,5,28.19,38.72,Green
Chelonia mydas,2017-05-04T11:43:00Z,24.743,53.04,NA,12,27.91,38.69,Green
Caretta caretta,2011-04-03T08:08:36Z,4.86825,61.54053,Juvenile,3037,29.05,35.58,Loggerhead
Caretta caretta,2012-05-20T07:56:19Z,14.82952,55.17444,Juvenile,2920,27.04,36.08,Loggerhead
Chelonia mydas,2016-07-28T09:39:00Z,25.751,55.754,NA,10,28.14,38.7,Green
Chelonia mydas,2017-04-27T23:58:00Z,24.399,53.27,NA,4,28.01,38.68,Green
Caretta caretta,2011-04-11T08:48:22Z,15.02227,54.12376,Juvenile,2796,26.89,36.08,Loggerhead
Chelonia mydas,2018-04-10T11:44:00Z,24.457,53.011,NA,10,27.96,38.64,Green
Chelonia mydas,2019-08-01T06:06:00Z,24.655,53.06,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-26T18:06:04Z,12.98791,51.14888,Juvenile,2380,27.9,36.04,Loggerhead
Chelonia mydas,2019-06-02T17:25:00Z,24.633,52.938,NA,12,27.89,38.66,Green
Chelonia mydas,2017-06-28T12:25:00Z,23.663,58.444,NA,33,28.1,36.81,Green
Chelonia mydas,2019-06-26T05:59:00Z,24.636,53.048,NA,2,27.91,38.67,Green
Caretta caretta,2011-05-22T19:40:52Z,16.20994,56.00414,Juvenile,3149,26.82,36.11,Loggerhead
Caretta caretta,2011-04-14T07:26:48Z,6.57628,59.4903,Juvenile,2607,28.56,35.74,Loggerhead
Chelonia mydas,2019-08-01T07:11:00Z,24.393,52.988,NA,6,27.95,38.57,Green
Chelonia mydas,2017-01-25T14:18:00Z,20.723,59.13,NA,80,25.96,36.12,Green
Caretta caretta,2011-01-30T20:05:14Z,12.36967,56.15944,Juvenile,4132,26.94,36.02,Loggerhead
Chelonia mydas,2019-07-29T19:25:00Z,24.66,53.042,NA,7,27.91,38.67,Green
Chelonia mydas,2018-04-18T06:25:00Z,24.63,53.051,NA,2,27.91,38.67,Green
Caretta caretta,2011-12-24T08:04:03Z,4.38977,47.89787,Juvenile,7,26.58,35.4,Loggerhead
Chelonia mydas,2019-06-04T03:08:00Z,24.636,53.047,NA,2,27.91,38.67,Green
Caretta caretta,2011-04-07T18:15:57Z,15.77286,53.92016,Juvenile,2669,26.95,36.1,Loggerhead
Chelonia mydas,2016-12-15T11:29:00Z,20.592,58.939,NA,10,25.98,36.04,Green
Chelonia mydas,2016-06-17T03:51:00Z,24.269,53.504,NA,6,28.02,38.74,Green
Caretta caretta,2011-04-17T12:08:39Z,16.65164,55.18211,Juvenile,2971,26.53,36.07,Loggerhead
Caretta caretta,2011-04-18T07:27:59Z,16.49138,54.93036,Juvenile,2326,26.71,36.08,Loggerhead
Chelonia mydas,2017-05-26T06:45:00Z,25.729,55.834,NA,2,NA,NA,Green
Caretta caretta,2011-04-20T13:18:33Z,16.54308,54.33701,Juvenile,2473,26.64,36.07,Loggerhead
Caretta caretta,2011-03-06T16:50:28Z,14.51744,52.40568,Juvenile,2498,27.12,36.04,Loggerhead
Chelonia mydas,2019-07-23T17:26:00Z,24.619,53.056,NA,2,27.91,38.67,Green
Caretta caretta,2011-04-09T09:18:26Z,15.85278,53.48482,Juvenile,2378,26.96,36.1,Loggerhead
Chelonia mydas,2018-04-09T06:56:00Z,24.512,54.263,NA,9,28.08,38.92,Green
Caretta caretta,2011-06-11T20:46:45Z,0.98033,56.99617,Juvenile,4536,28.76,35.33,Loggerhead
Caretta caretta,2012-01-21T07:30:22Z,12.1243,55.3706,Juvenile,3317,26.87,35.98,Loggerhead
Chelonia mydas,2016-06-04T07:05:00Z,24.501,52.928,NA,12,27.89,38.64,Green
Caretta caretta,2011-04-18T06:27:42Z,13.24593,52.57239,Juvenile,2348,26.71,35.97,Loggerhead
Chelonia mydas,2018-03-20T12:19:00Z,24.578,53.067,NA,2,27.93,38.65,Green
Chelonia mydas,2019-07-04T04:30:00Z,24.639,53.05,NA,2,27.91,38.67,Green
Caretta caretta,2011-12-20T18:50:52Z,4.88045,58.17771,Juvenile,4141,28.64,35.6,Loggerhead
Chelonia mydas,2019-09-23T12:49:00Z,24.63,52.97,NA,10,27.89,38.66,Green
Caretta caretta,2012-01-13T13:25:09Z,10.79227,55.87288,Juvenile,4085,27.07,35.94,Loggerhead
Caretta caretta,2011-11-16T15:55:00Z,2.1,47.559,Juvenile,3788,27.25,35.33,Loggerhead
Chelonia mydas,2016-08-28T12:11:00Z,24.258,53.705,NA,18,28.03,38.79,Green
Chelonia mydas,2019-07-31T13:46:00Z,24.377,52.811,NA,12,27.89,38.46,Green
Caretta caretta,2011-04-17T01:37:02Z,13.36821,52.64014,Juvenile,2500,26.76,35.98,Loggerhead
Chelonia mydas,2016-12-18T10:56:00Z,24.593,54.414,NA,6,28.14,38.93,Green
Caretta caretta,2012-01-01T21:46:44Z,8.82797,58.14616,Juvenile,3097,27.86,35.87,Loggerhead
Chelonia mydas,2018-03-26T13:21:00Z,24.545,53.1,NA,3,27.94,38.67,Green
Chelonia mydas,2016-08-23T22:16:00Z,24.55,54.392,NA,2,28.09,38.93,Green
Caretta caretta,2011-11-27T01:01:10Z,0.35327,45.08184,Juvenile,3370,27.14,35.34,Loggerhead
Chelonia mydas,2018-05-05T11:52:00Z,24.667,53.025,NA,11,27.91,38.69,Green
Caretta caretta,2012-01-05T13:48:48Z,9.27308,57.43531,Juvenile,2805,27.63,35.89,Loggerhead
Chelonia mydas,2017-03-13T13:40:00Z,24.718,54.381,NA,15,28.13,38.93,Green
Caretta caretta,2011-04-13T04:52:11Z,6.47477,59.77986,Juvenile,3154,28.65,35.74,Loggerhead
Chelonia mydas,2018-07-13T12:00:00Z,24.666,53.071,NA,4,27.91,38.67,Green
Chelonia mydas,2019-09-20T17:01:00Z,24.488,53.554,NA,10,28.05,38.78,Green
Chelonia mydas,2016-08-05T11:22:00Z,24.214,53.634,NA,10,28,38.76,Green
Caretta caretta,2012-04-23T12:23:18Z,14.71391,56.40898,Juvenile,2136,26.92,36.11,Loggerhead
Chelonia mydas,2018-04-01T04:45:00Z,24.641,53.05,NA,2,27.91,38.67,Green
Chelonia mydas,2017-01-11T22:24:00Z,20.597,58.915,NA,2,26.03,36,Green
Caretta caretta,2012-04-22T03:43:51Z,14.52118,55.90532,Juvenile,2406,26.99,36.1,Loggerhead
Chelonia mydas,2018-09-08T12:41:00Z,25.505,56.39,NA,29,28.4,36.85,Green
Chelonia mydas,2016-09-22T06:31:00Z,24.104,53.671,NA,25,27.98,38.77,Green
Chelonia mydas,2018-11-09T12:21:00Z,24.64,53.049,NA,2,27.91,38.67,Green
Caretta caretta,2011-01-21T17:02:42Z,9.75994,57.59186,Juvenile,2438,27.57,35.94,Loggerhead
Caretta caretta,2011-02-19T13:34:07Z,16.07202,52.77758,Juvenile,1083,26.77,36.08,Loggerhead
Chelonia mydas,2016-08-13T06:12:00Z,24.648,53.02,NA,9,27.91,38.67,Green
Chelonia mydas,2017-05-01T23:07:00Z,24.64,53.046,NA,2,27.91,38.67,Green
Chelonia mydas,2017-03-11T05:27:00Z,24.177,53.183,NA,6,27.99,38.65,Green
Chelonia mydas,2016-05-25T11:40:00Z,24.634,53.038,NA,2,27.91,38.67,Green
Chelonia mydas,2016-09-02T13:32:00Z,25.758,55.884,NA,3,28.13,38.64,Green
Chelonia mydas,2017-06-10T11:18:00Z,24.653,53.006,NA,10,27.91,38.67,Green
Caretta caretta,2012-05-09T03:32:09Z,16.09048,54.92106,Juvenile,3028,26.86,36.1,Loggerhead
Chelonia mydas,2017-05-10T12:15:00Z,24.75,53.06,NA,12,27.91,38.69,Green
Caretta caretta,2012-06-02T22:24:55Z,18.67185,58.63885,Juvenile,3348,26.56,36.23,Loggerhead
Caretta caretta,2011-02-06T20:15:46Z,4.40764,54.00181,Juvenile,4790,27.95,35.47,Loggerhead
Chelonia mydas,2018-05-06T05:56:00Z,24.748,54.295,NA,20,28.13,38.91,Green
Caretta caretta,2011-03-21T14:04:24Z,14.56643,51.6203,Juvenile,1440,27.46,36.04,Loggerhead
Caretta caretta,2012-04-08T10:14:26Z,14.8771,55.78509,Juvenile,2102,27.03,36.09,Loggerhead
Chelonia mydas,2016-10-27T23:16:00Z,24.083,53.69,NA,34,27.97,38.76,Green
Caretta caretta,2012-01-10T11:05:07Z,10.14385,56.56142,Juvenile,3438,27.3,35.92,Loggerhead
Caretta caretta,2011-12-04T14:28:18Z,1.24166,54.68257,Juvenile,4850,28.42,35.36,Loggerhead
Chelonia mydas,2019-06-28T06:34:00Z,24.647,53.046,NA,2,27.91,38.67,Green
Caretta caretta,2012-05-18T08:25:06Z,15.26062,54.90509,Juvenile,2321,26.96,36.09,Loggerhead
Caretta caretta,2011-05-08T02:14:59Z,14.5445,58.64357,Juvenile,4144,26.97,36.15,Loggerhead
Chelonia mydas,2017-05-10T12:11:00Z,24.581,53.02,NA,2,27.93,38.65,Green
Chelonia mydas,2016-12-01T12:47:00Z,24.264,53.911,NA,2,28.02,38.82,Green
Chelonia mydas,2016-05-18T09:41:00Z,24.732,52.997,NA,14,27.86,38.67,Green
Caretta caretta,2011-12-09T19:50:36Z,0.94986,55.62597,Juvenile,4564,28.58,35.35,Loggerhead
Chelonia mydas,2018-05-04T05:56:00Z,24.677,53.023,NA,11,27.91,38.69,Green
Chelonia mydas,2019-05-29T07:36:00Z,24.635,53.031,NA,3,27.91,38.67,Green
Chelonia mydas,2018-12-03T03:16:00Z,24.649,53.052,NA,2,27.91,38.67,Green
Caretta caretta,2011-11-27T15:45:54Z,0.86397,53.21253,Juvenile,5094,28.16,35.37,Loggerhead
Caretta caretta,2011-01-06T21:35:58Z,5.17725,60.10883,Juvenile,3632,28.87,35.64,Loggerhead
Chelonia mydas,2016-08-13T11:35:00Z,24.641,53.063,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-15T04:48:33Z,14.11554,52.68874,Juvenile,1927,26.95,36.02,Loggerhead
Chelonia mydas,2018-03-18T06:10:00Z,24.648,53.05,NA,2,27.91,38.67,Green
Chelonia mydas,2018-03-17T23:53:00Z,24.638,53.025,NA,3,27.91,38.67,Green
Chelonia mydas,2019-07-06T05:41:00Z,24.639,53.049,NA,2,27.91,38.67,Green
Chelonia mydas,2018-11-01T13:58:00Z,24.652,53.041,NA,6,27.91,38.67,Green
Chelonia mydas,2016-12-25T13:38:00Z,24.591,54.449,NA,5,28.11,38.94,Green
Caretta caretta,2010-12-15T06:22:25Z,0.43836,52.66053,Juvenile,5106,28.1,35.36,Loggerhead
Chelonia mydas,2016-10-01T13:08:00Z,25.735,55.839,NA,3,NA,NA,Green
Caretta caretta,2011-04-15T10:51:34Z,13.74253,52.9673,Juvenile,2436,26.83,36,Loggerhead
Chelonia mydas,2017-06-14T13:10:00Z,23.613,58.41,NA,7,28.13,36.82,Green
Chelonia mydas,2016-05-24T22:44:00Z,24.494,52.91,NA,13,27.91,38.57,Green
Chelonia mydas,2016-08-20T14:33:00Z,25.763,55.879,NA,2,28.13,38.64,Green
Chelonia mydas,2018-10-20T03:04:00Z,22.24,60.231,NA,2611,26.5,36.5,Green
Chelonia mydas,2018-07-27T05:37:00Z,21.475,59.401,NA,23,25.79,36.2,Green
Caretta caretta,2012-06-20T02:23:22Z,19.79143,61.46214,Juvenile,3636,26.93,36.31,Loggerhead
Chelonia mydas,2017-01-30T11:10:00Z,24.17,53.401,NA,6,28,38.69,Green
Chelonia mydas,2016-05-17T11:30:00Z,24.646,53.052,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-19T12:13:00Z,25.753,55.801,NA,5,28.14,38.7,Green
Caretta caretta,2012-01-21T07:52:47Z,12.12944,55.35308,Juvenile,3222,26.87,35.98,Loggerhead
Chelonia mydas,2017-01-02T11:25:00Z,24.123,53.358,NA,10,28,38.69,Green
Caretta caretta,2012-04-17T19:04:47Z,15.58083,55.64984,Juvenile,3058,26.98,36.09,Loggerhead
Chelonia mydas,2016-09-26T22:33:00Z,25.746,55.814,NA,5,28.19,38.72,Green
Caretta caretta,2011-04-07T05:37:25Z,5.28127,60.80084,Juvenile,2931,28.94,35.63,Loggerhead
Chelonia mydas,2018-04-15T12:26:00Z,25.357,55.234,NA,19,28.25,38.95,Green
Caretta caretta,2011-03-22T17:05:28Z,14.11585,51.36213,Juvenile,2050,27.63,36.03,Loggerhead
Chelonia mydas,2018-11-16T11:09:00Z,24.644,53.062,NA,2,27.91,38.67,Green
Caretta caretta,2011-05-06T19:52:48Z,14.82873,58.46119,Juvenile,3758,26.94,36.14,Loggerhead
Chelonia mydas,2017-05-25T02:10:00Z,24.623,53.023,NA,2,27.91,38.67,Green
Chelonia mydas,2016-05-25T11:41:00Z,24.701,53.116,NA,11,27.92,38.71,Green
Caretta caretta,2012-04-05T04:34:30Z,15.77544,55.66074,Juvenile,3023,26.92,36.1,Loggerhead
Chelonia mydas,2017-04-18T23:53:00Z,24.193,53.173,NA,2,27.99,38.65,Green
Chelonia mydas,2016-11-27T13:09:00Z,25.217,63.627,NA,12,26.11,36.63,Green
Caretta caretta,2012-04-24T06:21:39Z,14.94354,56.75573,Juvenile,2752,26.9,36.13,Loggerhead
Chelonia mydas,2016-11-11T23:52:00Z,25.738,55.859,NA,2,NA,NA,Green
Caretta caretta,2012-05-08T11:39:15Z,15.9787,55.15082,Juvenile,3205,26.9,36.1,Loggerhead
Chelonia mydas,2016-12-27T10:58:00Z,24.14,53.381,NA,2,28,38.69,Green
Chelonia mydas,2016-11-04T23:29:00Z,24.57,54.499,NA,2,28.09,38.96,Green
Chelonia mydas,2016-11-22T23:23:00Z,20.596,58.93,NA,7,25.98,36.04,Green
Caretta caretta,2012-06-19T01:02:21Z,19.75457,61.71713,Juvenile,3576,26.97,36.32,Loggerhead
Chelonia mydas,2018-04-14T05:17:00Z,24.652,53.041,NA,6,27.91,38.67,Green
Chelonia mydas,2018-09-13T04:25:00Z,24.371,57.797,NA,1768,28.39,36.81,Green
Chelonia mydas,2016-08-28T13:56:00Z,24.637,53.02,NA,6,27.91,38.67,Green
Caretta caretta,2011-12-29T13:10:51Z,5.32481,48.60405,Juvenile,40,26.58,35.4,Loggerhead
Chelonia mydas,2018-05-23T11:44:00Z,24.668,52.951,NA,12,27.86,38.67,Green
Chelonia mydas,2018-06-24T04:03:00Z,24.663,54.321,NA,15,28.11,38.92,Green
Caretta caretta,2011-04-03T21:04:53Z,15.31381,54.02668,Juvenile,2628,26.91,36.09,Loggerhead
Chelonia mydas,2016-08-16T23:42:00Z,25.755,55.858,NA,3,28.13,38.64,Green
Caretta caretta,2011-02-07T08:59:31Z,4.4031,54.09123,Juvenile,4924,27.96,35.48,Loggerhead
Chelonia mydas,2016-05-20T10:59:00Z,24.723,53.052,NA,14,27.91,38.69,Green
Caretta caretta,2012-06-14T05:36:23Z,19.11627,61.67634,Juvenile,3628,27.03,36.32,Loggerhead
Caretta caretta,2012-02-16T07:16:40Z,9.20828,50.79304,Juvenile,99,26.21,35.65,Loggerhead
Chelonia mydas,2017-04-23T22:54:00Z,24.218,53.123,NA,6,27.97,38.6,Green
Caretta caretta,2011-07-16T02:00:14Z,7.62202,60.23044,Juvenile,2663,28.45,35.83,Loggerhead
Caretta caretta,2012-06-16T20:10:34Z,19.46175,62.08836,Juvenile,3571,27.08,36.36,Loggerhead
Chelonia mydas,2017-04-11T10:58:00Z,24.65,53.087,NA,2,27.93,38.71,Green
Chelonia mydas,2018-03-18T06:17:00Z,24.596,53.038,NA,2,27.91,38.67,Green
Caretta caretta,2012-04-19T19:34:47Z,15.3475,55.30441,Juvenile,3186,27,36.09,Loggerhead
Chelonia mydas,2019-05-16T06:28:00Z,24.542,53.053,NA,3,27.93,38.65,Green
Caretta caretta,2012-03-01T21:08:00Z,15.32498,55.78967,Juvenile,2810,27,36.09,Loggerhead
Chelonia mydas,2017-02-09T12:36:00Z,24.186,53.152,NA,2,27.97,38.6,Green
Caretta caretta,2011-05-10T21:35:35Z,15.14442,55.03179,Juvenile,2647,27,36.08,Loggerhead
Caretta caretta,2011-01-15T07:10:31Z,7.96333,59.05967,Juvenile,3647,28.21,35.82,Loggerhead
Chelonia mydas,2018-10-04T12:38:00Z,24.561,53.36,NA,3,28.02,38.74,Green
Caretta caretta,2012-01-03T15:57:16Z,9.11506,57.72792,Juvenile,3605,27.73,35.89,Loggerhead
Chelonia mydas,2018-05-02T16:49:00Z,25.744,55.817,NA,5,28.19,38.72,Green
Chelonia mydas,2019-01-15T06:39:00Z,20.295,58.093,NA,18,25.94,35.98,Green
Chelonia mydas,2016-08-11T22:55:00Z,24.67,52.924,NA,10,27.86,38.67,Green
Chelonia mydas,2018-04-11T11:31:00Z,24.559,53.095,NA,2,27.94,38.67,Green
Caretta caretta,2011-12-25T20:54:19Z,4.79052,48.21001,Juvenile,24,26.59,35.41,Loggerhead
Chelonia mydas,2019-05-08T17:46:00Z,24.642,53.067,NA,2,27.91,38.67,Green
Chelonia mydas,2017-06-16T11:52:00Z,24.853,53.075,NA,2,27.84,38.69,Green
Caretta caretta,2011-11-27T13:48:35Z,0.13768,45.63048,Juvenile,3787,27.19,35.36,Loggerhead
Chelonia mydas,2016-10-18T17:58:00Z,25.669,55.722,NA,2,28.19,38.73,Green
Chelonia mydas,2016-09-29T11:04:00Z,24.636,53.031,NA,3,27.91,38.67,Green
Chelonia mydas,2016-09-06T10:29:00Z,24.652,53.023,NA,9,27.91,38.67,Green
Chelonia mydas,2017-05-01T12:15:00Z,24.356,53.256,NA,6,28.01,38.68,Green
Chelonia mydas,2017-04-27T23:52:00Z,24.346,53.196,NA,2,28,38.67,Green
Caretta caretta,2011-04-17T14:46:50Z,13.30764,52.54539,Juvenile,2206,26.76,35.98,Loggerhead
Chelonia mydas,2016-10-24T06:28:00Z,24.633,53.034,NA,2,27.91,38.67,Green
Caretta caretta,2011-05-04T21:59:19Z,15.1591,57.9733,Juvenile,4226,26.89,36.14,Loggerhead
Chelonia mydas,2017-03-19T14:57:00Z,24.623,54.337,NA,7,28.14,38.93,Green
Chelonia mydas,2016-08-04T14:16:00Z,24.344,53.651,NA,7,28.07,38.78,Green
Chelonia mydas,2017-04-06T11:59:00Z,24.562,54.417,NA,5,28.09,38.96,Green
Chelonia mydas,2016-11-23T12:24:00Z,24.634,53.047,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-18T05:00:00Z,24.541,53.124,NA,7,27.94,38.67,Green
Caretta caretta,2012-03-01T20:08:10Z,9.26409,50.70951,Juvenile,10,26.17,35.65,Loggerhead
Chelonia mydas,2018-06-30T07:00:00Z,24.585,53.127,NA,2,27.93,38.71,Green
Chelonia mydas,2017-04-09T22:16:00Z,24.593,54.246,NA,13,28.11,38.91,Green
Caretta caretta,2011-07-23T10:00:15Z,8.98022,60.35505,Juvenile,3725,28.17,35.94,Loggerhead
Chelonia mydas,2018-07-13T13:17:00Z,21.403,59.394,NA,36,25.87,36.19,Green
Chelonia mydas,2017-04-28T06:17:00Z,24.643,53.03,NA,4,27.91,38.67,Green
Caretta caretta,2011-12-08T02:40:15Z,0.79137,55.17934,Juvenile,4749,28.52,35.35,Loggerhead
Chelonia mydas,2019-05-24T23:56:00Z,24.657,53.085,NA,4,27.93,38.71,Green
Caretta caretta,2012-04-28T21:53:19Z,15.74894,56.12025,Juvenile,3069,26.94,36.1,Loggerhead
Chelonia mydas,2016-09-01T23:59:00Z,25.765,55.864,NA,3,28.13,38.64,Green
Caretta caretta,2012-01-22T09:07:16Z,12.13363,55.56087,Juvenile,4127,26.9,35.98,Loggerhead
Chelonia mydas,2018-03-19T12:31:00Z,24.652,53.068,NA,2,27.91,38.67,Green
Caretta caretta,2011-08-06T11:50:11Z,2.35941,46.06895,Juvenile,151,26.93,35.25,Loggerhead
Caretta caretta,2011-04-08T08:04:16Z,15.81455,54.03835,Juvenile,2697,26.95,36.1,Loggerhead
Caretta caretta,2012-01-17T15:53:37Z,8.64117,50.43475,Juvenile,64,26.27,35.59,Loggerhead
Chelonia mydas,2016-08-31T05:43:00Z,24.252,53.702,NA,18,28.03,38.79,Green
Chelonia mydas,2016-11-30T06:04:00Z,24.642,53.045,NA,2,27.91,38.67,Green
Chelonia mydas,2017-01-20T15:13:00Z,24.608,54.327,NA,9,28.11,38.92,Green
Caretta caretta,2012-04-04T06:50:27Z,9.25535,50.7311,Juvenile,37,26.17,35.65,Loggerhead
Chelonia mydas,2016-12-07T13:31:00Z,24.556,54.394,NA,4,28.09,38.93,Green
Caretta caretta,2011-03-29T18:42:56Z,12.79169,51.73046,Juvenile,2209,27.21,35.98,Loggerhead
Chelonia mydas,2019-06-03T17:05:00Z,24.64,53.046,NA,2,27.91,38.67,Green
Chelonia mydas,2017-06-02T13:14:00Z,24.651,53.007,NA,10,27.91,38.67,Green
Chelonia mydas,2017-04-09T14:55:00Z,24.581,54.296,NA,10,28.08,38.92,Green
Caretta caretta,2011-11-25T09:52:09Z,-0.10565,53.03395,Juvenile,5069,28.2,35.37,Loggerhead
Chelonia mydas,2019-02-07T06:30:00Z,24.896,56.638,NA,156,28.52,36.83,Green
Chelonia mydas,2018-05-28T06:37:00Z,25.03,57.464,NA,1218,28.37,36.79,Green
Caretta caretta,2012-04-06T07:39:19Z,9.26083,50.71032,Juvenile,10,26.17,35.65,Loggerhead
Chelonia mydas,2018-12-30T05:22:00Z,22.403,59.84,NA,112,26.48,36.59,Green
Chelonia mydas,2018-03-23T11:52:00Z,24.63,52.971,NA,10,27.89,38.66,Green
Caretta caretta,2011-03-17T01:15:47Z,14.69505,52.75824,Juvenile,2124,26.98,36.05,Loggerhead
Chelonia mydas,2016-08-05T22:20:00Z,24.566,54.424,NA,5,28.09,38.96,Green
Caretta caretta,2012-01-24T12:07:30Z,8.91693,50.54202,Juvenile,31,26.22,35.62,Loggerhead
Chelonia mydas,2018-03-21T06:55:00Z,24.479,53.02,NA,5,27.96,38.64,Green
Caretta caretta,2011-12-08T02:44:09Z,1.89878,49.94893,Juvenile,4702,27.55,35.36,Loggerhead
Chelonia mydas,2018-05-06T11:36:00Z,25.751,55.763,NA,9,28.14,38.7,Green
Caretta caretta,2011-02-12T05:34:02Z,16.4205,53.2536,Juvenile,1604,26.8,36.06,Loggerhead
Chelonia mydas,2019-07-19T19:33:00Z,24.642,53.076,NA,2,27.91,38.67,Green
Chelonia mydas,2018-05-20T12:15:00Z,24.42,57.114,NA,47,28.51,36.82,Green
Caretta caretta,2011-05-03T14:24:39Z,15.25014,57.79727,Juvenile,3613,26.86,36.14,Loggerhead
Caretta caretta,2011-06-20T18:55:28Z,3.40558,58.40253,Juvenile,4758,28.83,35.47,Loggerhead
Chelonia mydas,2018-04-28T11:31:00Z,24.566,53.134,NA,4,27.94,38.67,Green
Chelonia mydas,2017-06-30T06:22:00Z,24.654,53.14,NA,8,27.93,38.71,Green
Caretta caretta,2012-03-26T14:44:34Z,9.14192,50.70789,Juvenile,44,26.21,35.63,Loggerhead
Chelonia mydas,2017-07-12T11:57:00Z,24.675,53.022,NA,11,27.91,38.69,Green
Caretta caretta,2012-05-23T07:26:48Z,16.30051,55.70396,Juvenile,3477,26.73,36.11,Loggerhead
Chelonia mydas,2016-07-27T13:46:00Z,25.735,55.756,NA,8,28.19,38.72,Green
Caretta caretta,2010-12-30T14:02:00Z,2.92467,58.71107,Juvenile,4530,28.9,35.44,Loggerhead
Chelonia mydas,2018-05-18T14:00:00Z,24.534,53.145,NA,7,27.94,38.67,Green
Caretta caretta,2011-05-12T12:47:01Z,15.06012,55.29765,Juvenile,2485,27.03,36.08,Loggerhead
Chelonia mydas,2019-07-02T06:53:00Z,24.593,53.038,NA,2,27.91,38.67,Green
Chelonia mydas,2017-03-26T13:17:00Z,24.596,54.404,NA,7,28.14,38.93,Green
Chelonia mydas,2016-10-17T12:43:00Z,25.725,55.828,NA,2,28.19,38.72,Green
Chelonia mydas,2018-10-17T11:51:00Z,24.643,53.045,NA,2,27.91,38.67,Green
Chelonia mydas,2018-05-15T04:31:00Z,24.529,53.145,NA,6,27.94,38.67,Green
Caretta caretta,2012-04-06T09:22:16Z,15.15617,55.59396,Juvenile,2762,27.04,36.09,Loggerhead
Chelonia mydas,2018-07-03T02:49:00Z,24.573,53.139,NA,2,27.94,38.67,Green
Caretta caretta,2012-01-01T20:13:13Z,8.8138,58.15803,Juvenile,3263,27.86,35.87,Loggerhead
Chelonia mydas,2019-08-02T03:29:00Z,24.652,53.103,NA,5,27.93,38.71,Green
Chelonia mydas,2016-08-04T22:29:00Z,25.169,53.513,NA,29,28.04,38.61,Green
Chelonia mydas,2016-10-16T23:47:00Z,24.628,53.042,NA,2,27.91,38.67,Green
Chelonia mydas,2017-01-11T06:31:00Z,24.651,53.041,NA,6,27.91,38.67,Green
Chelonia mydas,2018-03-20T03:52:00Z,24.572,53.074,NA,2,27.93,38.65,Green
Caretta caretta,2011-11-16T07:22:30Z,2.101,47.609,Juvenile,3851,27.26,35.33,Loggerhead
Chelonia mydas,2016-08-26T23:18:00Z,24.613,53.01,NA,5,27.91,38.67,Green
Caretta caretta,2012-04-08T06:06:44Z,14.92844,55.76962,Juvenile,1973,27.02,36.09,Loggerhead
Chelonia mydas,2017-05-01T06:57:00Z,24.589,52.948,NA,9,27.89,38.66,Green
Caretta caretta,2012-02-03T12:33:14Z,9.21744,50.83746,Juvenile,144,26.22,35.65,Loggerhead
Chelonia mydas,2017-04-09T23:54:00Z,24.197,53.181,NA,2,27.99,38.65,Green
Caretta caretta,2011-12-30T01:56:55Z,8.10821,59.03329,Juvenile,3103,28.16,35.84,Loggerhead
Chelonia mydas,2017-03-03T14:27:00Z,24.623,54.347,NA,9,28.14,38.93,Green
Caretta caretta,2012-06-09T10:31:33Z,19.95399,60.20179,Juvenile,3471,26.73,36.28,Loggerhead
Caretta caretta,2012-01-01T20:12:28Z,8.8143,58.15791,Juvenile,3263,27.86,35.87,Loggerhead
Chelonia mydas,2018-04-24T12:21:00Z,24.532,53.143,NA,6,27.94,38.67,Green
Caretta caretta,2012-01-22T18:18:22Z,8.94243,50.55267,Juvenile,35,26.22,35.62,Loggerhead
Chelonia mydas,2016-08-25T05:23:00Z,24.67,53.073,NA,7,27.91,38.69,Green
Caretta caretta,2012-01-22T17:18:12Z,8.88574,50.54521,Juvenile,35,26.25,35.61,Loggerhead
Chelonia mydas,2018-04-09T05:14:00Z,24.553,53.079,NA,2,27.93,38.65,Green
Caretta caretta,2011-02-26T06:37:48Z,15.06481,53.30066,Juvenile,2218,26.91,36.08,Loggerhead
Caretta caretta,2011-04-24T11:00:35Z,9.02653,59.58299,Juvenile,3460,28.01,35.96,Loggerhead
Chelonia mydas,2019-07-30T07:16:00Z,24.643,53.049,NA,2,27.91,38.67,Green
Caretta caretta,2011-12-06T02:09:28Z,0.94788,54.86807,Juvenile,4909,28.46,35.35,Loggerhead
Chelonia mydas,2017-06-30T10:51:00Z,24.124,53.483,NA,2,28,38.7,Green
Chelonia mydas,2016-11-09T22:32:00Z,21.9,59.614,NA,15,25.92,36.36,Green
Caretta caretta,2012-04-26T17:37:01Z,9.22702,50.72482,Juvenile,34,26.21,35.65,Loggerhead
Chelonia mydas,2017-06-27T05:43:00Z,24.291,53.669,NA,7,28.03,38.79,Green
