sci.name,obsv.datetime,lat,lon,life.stage,bathy,SST,SSS,common.name
Caretta caretta,2011-04-14T04:19:35Z,16.06256,55.08047,Juvenile,3133,26.86,36.1,Loggerhead
Chelonia mydas,2019-07-18T15:54:00Z,24.637,53.026,NA,3,27.91,38.67,Green
Caretta caretta,2011-03-13T08:55:21Z,14.39699,52.30409,Juvenile,2225,27.14,36.03,Loggerhead
Chelonia mydas,2016-11-09T17:57:00Z,25.638,55.711,NA,10,28.21,38.74,Green
Chelonia mydas,2018-08-21T14:15:00Z,22.493,59.748,NA,2,NA,NA,Green
Caretta caretta,2012-04-28T21:07:28Z,15.74931,56.12194,Juvenile,3069,26.94,36.1,Loggerhead
Chelonia mydas,2016-12-27T23:29:00Z,24.644,53.053,NA,2,27.91,38.67,Green
Caretta caretta,2011-05-19T21:45:00Z,16.29169,55.05119,Juvenile,3010,26.75,36.09,Loggerhead
Chelonia mydas,2016-12-23T11:39:00Z,24.15,53.391,NA,2,28,38.69,Green
Caretta caretta,2011-07-11T08:38:04Z,7.65326,60.20901,Juvenile,2669,28.45,35.83,Loggerhead
Chelonia mydas,2017-01-03T18:46:00Z,13.32,46.741,NA,335,28.4,36.21,Green
Chelonia mydas,2016-09-28T11:19:00Z,24.129,53.601,NA,5,27.97,38.76,Green
Caretta caretta,2012-04-23T21:10:59Z,14.78308,56.61009,Juvenile,2829,26.91,36.13,Loggerhead
Caretta caretta,2011-12-30T03:46:36Z,5.60731,48.71178,Juvenile,12,26.56,35.39,Loggerhead
Caretta caretta,2011-03-30T01:30:13Z,0.09915,43.07691,Juvenile,93,26.9,34.78,Loggerhead
Caretta caretta,2012-01-28T21:30:35Z,9.23732,50.6949,Juvenile,2,26.21,35.65,Loggerhead
Chelonia mydas,2019-08-26T11:36:00Z,24.793,53.3,NA,16,27.96,38.74,Green
Caretta caretta,2012-03-17T20:53:42Z,14.06254,54.22892,Juvenile,2974,26.96,36.05,Loggerhead
Chelonia mydas,2019-06-15T15:36:00Z,24.656,53.049,NA,3,27.91,38.67,Green
Chelonia mydas,2016-08-18T06:53:00Z,25.25,54.245,NA,22,28.2,38.66,Green
Chelonia mydas,2017-05-07T06:37:00Z,24.55,52.924,NA,11,27.89,38.64,Green
Caretta caretta,2010-12-16T15:48:55Z,0.6133,53.12297,Juvenile,5074,28.17,35.37,Loggerhead
Chelonia mydas,2017-05-11T16:30:00Z,25.758,55.885,NA,3,28.13,38.64,Green
Caretta caretta,2012-05-21T09:22:02Z,15.18014,55.37425,Juvenile,2661,27.03,36.09,Loggerhead
Chelonia mydas,2019-07-07T06:48:00Z,24.567,53.068,NA,2,27.93,38.65,Green
Caretta caretta,2012-04-24T22:31:08Z,15.32626,56.83939,Juvenile,3316,26.89,36.13,Loggerhead
Chelonia mydas,2018-04-24T12:15:00Z,24.543,53.131,NA,8,27.94,38.67,Green
Chelonia mydas,2018-03-18T06:11:00Z,24.566,53.073,NA,2,27.93,38.65,Green
Caretta caretta,2012-02-27T21:14:53Z,9.25895,50.7265,Juvenile,35,26.17,35.65,Loggerhead
Chelonia mydas,2018-09-06T13:02:00Z,24.485,52.999,NA,7,27.92,38.61,Green
Caretta caretta,2011-06-24T04:09:44Z,4.80431,58.97547,Juvenile,4263,28.76,35.6,Loggerhead
Chelonia mydas,2018-07-12T12:09:00Z,24.649,52.966,NA,11,27.89,38.66,Green
Caretta caretta,2012-01-23T07:08:25Z,8.91064,50.50607,Juvenile,28,26.25,35.61,Loggerhead
Chelonia mydas,2016-12-04T16:46:00Z,21.684,59.589,NA,71,25.97,36.33,Green
Chelonia mydas,2016-08-07T13:42:00Z,24.679,52.978,NA,13,27.86,38.67,Green
Caretta caretta,2011-12-21T16:02:52Z,5.34239,58.49349,Juvenile,4226,28.61,35.63,Loggerhead
Chelonia mydas,2017-06-29T11:06:00Z,24.084,53.567,NA,7,27.99,38.75,Green
Caretta caretta,2011-06-25T00:38:56Z,5.46751,59.07231,Juvenile,4051,28.7,35.66,Loggerhead
Caretta caretta,2011-11-10T08:28:09Z,0.44242,44.95392,Juvenile,3291,27.13,35.34,Loggerhead
Chelonia mydas,2016-05-23T10:22:00Z,24.638,53.022,NA,6,27.91,38.67,Green
Chelonia mydas,2016-06-11T14:31:00Z,24.475,52.898,NA,9,27.91,38.57,Green
Chelonia mydas,2018-04-29T11:22:00Z,24.625,53.026,NA,2,27.91,38.67,Green
